user_id,timestamp,action_type,stock_code
u00407,2026-04-15 09:58:29,view,600062
u00244,2026-04-15 13:05:22,view,600035
u00480,2026-04-15 09:57:15,view,000046
u00233,2026-04-15 10:00:38,view,600002
u00483,2026-04-15 14:21:54,view,000027
u00039,2026-04-15 14:39:31,click,600098
u00404,2026-04-15 14:17:04,follow,300013
u00178,2026-04-15 14:15:34,view,000029
u00342,2026-04-15 10:27:24,view,000013
u00050,2026-04-15 09:50:53,click,300047
u00223,2026-04-15 10:58:01,click,000024
u00490,2026-04-15 10:04:19,view,600044
u00117,2026-04-15 10:42:35,view,000039
u00124,2026-04-15 11:08:50,view,600019
u00353,2026-04-15 13:06:27,follow,680028
u00143,2026-04-15 13:51:48,view,600038
u00214,2026-04-15 09:59:37,click,300002
u00241,2026-04-15 10:46:38,view,600008
u00072,2026-04-15 13:19:07,view,300024
u00053,2026-04-15 10:41:12,follow,600013
u00185,2026-04-15 13:20:33,view,600068
u00252,2026-04-15 10:22:39,view,600022
u00354,2026-04-15 09:50:21,view,600092
u00184,2026-04-15 09:54:34,view,600065
u00171,2026-04-15 09:45:08,view,000046
u00002,2026-04-15 11:02:05,click,300034
u00488,2026-04-15 14:24:01,view,600097
u00403,2026-04-15 11:07:34,view,600039
u00245,2026-04-15 09:51:14,click,000004
u00171,2026-04-15 11:01:01,click,300025
u00200,2026-04-15 13:00:31,follow,600095
u00063,2026-04-15 11:22:48,view,600077
u00262,2026-04-15 10:14:05,trade,000004
u00487,2026-04-15 11:24:47,click,680019
u00146,2026-04-15 10:56:14,view,000028
u00339,2026-04-15 13:33:44,view,680012
u00073,2026-04-15 11:15:41,click,600024
u00500,2026-04-15 14:31:25,click,300028
u00479,2026-04-15 13:56:10,click,600009
u00285,2026-04-15 10:30:00,view,300036
u00116,2026-04-15 14:21:32,view,600065
u00320,2026-04-15 11:29:38,view,300030
u00495,2026-04-15 10:17:35,view,600045
u00241,2026-04-15 09:35:23,view,600063
u00489,2026-04-15 09:49:41,view,600009
u00479,2026-04-15 14:56:11,view,600013
u00487,2026-04-15 13:40:45,view,600069
u00330,2026-04-15 09:43:49,view,600047
u00197,2026-04-15 13:33:31,click,600081
u00156,2026-04-15 11:25:25,view,680027
u00387,2026-04-15 14:26:54,view,600029
u00364,2026-04-15 13:37:59,follow,300000
u00027,2026-04-15 11:27:22,view,300012
u00387,2026-04-15 14:36:24,view,600087
u00186,2026-04-15 13:09:40,click,000028
u00385,2026-04-15 13:53:56,view,300014
u00248,2026-04-15 14:05:52,view,600011
u00484,2026-04-15 09:33:29,click,000015
u00134,2026-04-15 14:22:53,click,600011
u00156,2026-04-15 09:33:01,view,600096
u00223,2026-04-15 09:46:41,view,000028
u00326,2026-04-15 09:38:34,view,300009
u00162,2026-04-15 14:48:29,view,000041
u00116,2026-04-15 09:55:43,view,600064
u00120,2026-04-15 10:18:52,view,600082
u00086,2026-04-15 09:40:36,trade,000010
u00198,2026-04-15 13:32:36,follow,680021
u00137,2026-04-15 10:28:58,view,680005
u00133,2026-04-15 11:26:16,view,600061
u00364,2026-04-15 11:14:55,view,600030
u00482,2026-04-15 10:46:42,click,600000
u00045,2026-04-15 11:17:46,view,680021
u00481,2026-04-15 10:32:14,view,300014
u00382,2026-04-15 13:52:02,view,300042
u00319,2026-04-15 14:09:10,view,680000
u00164,2026-04-15 13:45:14,view,680001
u00105,2026-04-15 10:19:24,click,000029
u00115,2026-04-15 10:43:05,view,600073
u00178,2026-04-15 10:24:17,view,600043
u00230,2026-04-15 09:31:47,follow,000035
u00145,2026-04-15 10:32:22,click,300045
u00376,2026-04-15 11:08:33,click,680023
u00138,2026-04-15 14:08:59,view,000040
u00479,2026-04-15 10:25:01,view,600054
u00116,2026-04-15 11:10:01,click,600022
u00316,2026-04-15 14:03:03,view,300023
u00492,2026-04-15 09:51:10,view,600014
u00486,2026-04-15 10:23:13,click,600056
u00146,2026-04-15 09:36:59,click,000028
u00122,2026-04-15 13:31:33,click,680008
u00375,2026-04-15 14:23:03,view,300015
u00458,2026-04-15 10:52:57,view,600053
u00090,2026-04-15 10:48:44,view,680008
u00405,2026-04-15 10:40:25,view,000027
u00401,2026-04-15 14:28:28,view,000037
u00454,2026-04-15 09:32:58,view,600083
u00077,2026-04-15 13:28:03,view,300033
u00377,2026-04-15 09:42:08,click,680007
u00309,2026-04-15 09:39:46,click,300046
u00481,2026-04-15 10:25:16,click,600038
u00493,2026-04-15 10:06:28,view,600037
u00481,2026-04-15 11:21:09,view,300038
u00492,2026-04-15 09:48:10,view,600011
u00187,2026-04-15 13:42:44,view,680008
u00310,2026-04-15 09:45:26,view,600096
u00345,2026-04-15 09:33:41,view,600038
u00210,2026-04-15 11:29:25,view,300045
u00477,2026-04-15 10:04:54,view,600059
u00482,2026-04-15 14:10:21,click,600040
u00468,2026-04-15 14:13:02,view,600083
u00121,2026-04-15 14:30:43,view,600042
u00264,2026-04-15 09:37:12,click,000021
u00497,2026-04-15 09:48:46,view,600012
u00489,2026-04-15 10:27:41,view,600028
u00413,2026-04-15 14:36:06,click,600067
u00323,2026-04-15 10:15:27,click,300006
u00261,2026-04-15 09:52:13,click,300046
u00472,2026-04-15 10:50:27,view,000005
u00315,2026-04-15 10:54:57,click,600038
u00470,2026-04-15 10:16:52,view,300006
u00038,2026-04-15 10:24:19,view,300000
u00388,2026-04-15 11:20:54,click,600043
u00315,2026-04-15 14:45:11,follow,000041
u00130,2026-04-15 14:26:55,view,000007
u00294,2026-04-15 10:09:23,view,600042
u00080,2026-04-15 13:54:36,view,600073
u00453,2026-04-15 11:22:11,view,000020
u00393,2026-04-15 13:03:31,view,300039
u00291,2026-04-15 14:36:26,click,600032
u00200,2026-04-15 11:14:21,view,680027
u00371,2026-04-15 14:09:05,click,600001
u00257,2026-04-15 14:46:15,view,600079
u00463,2026-04-15 13:31:53,view,000014
u00134,2026-04-15 10:54:55,view,000030
u00024,2026-04-15 14:26:22,view,000006
u00070,2026-04-15 10:28:18,view,680026
u00262,2026-04-15 09:31:09,view,000038
u00480,2026-04-15 09:56:41,click,000033
u00479,2026-04-15 14:38:03,view,680007
u00275,2026-04-15 09:48:26,view,300019
u00370,2026-04-15 14:41:49,view,300039
u00487,2026-04-15 13:54:27,click,680003
u00148,2026-04-15 11:14:53,view,000047
u00125,2026-04-15 14:07:29,view,000026
u00501,2026-04-15 10:55:27,trade,300049
u00475,2026-04-15 09:48:44,view,000032
u00119,2026-04-15 10:44:07,view,600069
u00252,2026-04-15 14:47:23,view,600022
u00268,2026-04-15 14:14:55,view,600050
u00315,2026-04-15 13:50:06,view,600003
u00262,2026-04-15 14:12:01,view,680003
u00483,2026-04-15 13:05:44,view,000034
u00227,2026-04-15 09:46:10,view,680017
u00125,2026-04-15 09:53:29,click,600090
u00374,2026-04-15 10:49:15,view,300019
u00409,2026-04-15 09:43:55,click,600015
u00299,2026-04-15 10:08:14,view,680010
u00465,2026-04-15 14:31:13,view,600020
u00327,2026-04-15 10:26:39,view,600008
u00342,2026-04-15 11:26:08,view,000013
u00408,2026-04-15 13:06:37,click,300021
u00238,2026-04-15 10:52:17,view,000036
u00321,2026-04-15 10:45:25,click,000001
u00483,2026-04-15 09:42:10,click,000028
u00180,2026-04-15 11:22:43,view,600000
u00485,2026-04-15 09:33:39,click,680021
u00021,2026-04-15 11:30:13,view,600029
u00493,2026-04-15 09:51:28,view,600017
u00483,2026-04-15 10:58:59,click,680026
u00265,2026-04-15 11:25:10,view,600066
u00459,2026-04-15 13:17:09,view,600062
u00302,2026-04-15 11:23:27,view,300029
u00387,2026-04-15 10:38:09,view,300026
u00028,2026-04-15 13:28:35,view,600015
u00477,2026-04-15 10:40:24,view,600016
u00061,2026-04-15 09:59:07,view,680028
u00043,2026-04-15 10:08:50,view,300002
u00484,2026-04-15 10:07:28,view,600015
u00330,2026-04-15 10:58:39,click,300020
u00487,2026-04-15 11:06:51,click,600002
u00291,2026-04-15 09:36:15,view,600032
u00330,2026-04-15 11:21:17,click,600083
u00249,2026-04-15 10:15:34,view,600006
u00023,2026-04-15 10:15:34,view,600055
u00327,2026-04-15 09:41:09,follow,600094
u00263,2026-04-15 13:34:00,click,600037
u00123,2026-04-15 13:34:12,view,000026
u00153,2026-04-15 14:20:23,view,680024
u00341,2026-04-15 14:39:31,click,300023
u00406,2026-04-15 13:43:54,view,600043
u00064,2026-04-15 13:06:33,click,600043
u00497,2026-04-15 09:51:46,view,600016
u00266,2026-04-15 13:42:04,view,600033
u00371,2026-04-15 14:08:47,view,600001
u00112,2026-04-15 11:20:34,view,600081
u00430,2026-04-15 09:51:42,view,600073
u00436,2026-04-15 11:07:52,click,600089
u00369,2026-04-15 14:33:37,view,680026
u00492,2026-04-15 10:17:10,view,600040
u00239,2026-04-15 13:13:04,click,600008
u00119,2026-04-15 10:48:13,view,300003
u00138,2026-04-15 11:14:06,view,600036
u00001,2026-04-15 09:49:27,view,600057
u00291,2026-04-15 09:32:19,click,600032
u00211,2026-04-15 10:44:37,view,600021
u00081,2026-04-15 11:19:07,view,680002
u00298,2026-04-15 14:14:21,view,300040
u00274,2026-04-15 14:22:52,view,600005
u00470,2026-04-15 10:14:09,view,300005
u00492,2026-04-15 10:02:10,view,600025
u00283,2026-04-15 11:22:23,view,000009
u00332,2026-04-15 10:21:47,view,600057
u00497,2026-04-15 09:45:46,view,600008
u00337,2026-04-15 14:52:40,click,600069
u00205,2026-04-15 10:17:15,view,300029
u00495,2026-04-15 09:57:35,view,600025
u00502,2026-04-15 09:31:53,click,600009
u00380,2026-04-15 11:19:13,view,000046
u00492,2026-04-15 09:47:10,view,600010
u00197,2026-04-15 09:55:17,click,600059
u00493,2026-04-15 10:00:28,view,600029
u00083,2026-04-15 11:12:16,follow,680021
u00414,2026-04-15 10:17:03,view,600033
u00037,2026-04-15 14:24:16,view,600052
u00021,2026-04-15 09:42:04,click,000048
u00289,2026-04-15 10:20:14,view,600035
u00243,2026-04-15 11:19:43,view,000020
u00240,2026-04-15 11:17:16,click,600016
u00500,2026-04-15 13:18:29,view,300028
u00092,2026-04-15 11:10:02,view,600006
u00129,2026-04-15 09:38:36,view,000017
u00053,2026-04-15 10:40:28,view,600013
u00248,2026-04-15 10:52:37,view,000014
u00082,2026-04-15 10:21:19,view,300007
u00478,2026-04-15 13:08:44,click,300040
u00399,2026-04-15 14:09:15,click,600026
u00309,2026-04-15 13:19:05,view,300029
u00283,2026-04-15 10:16:29,view,680008
u00172,2026-04-15 13:56:57,view,600049
u00499,2026-04-15 11:12:40,trade,000049
u00020,2026-04-15 09:40:56,view,600098
u00342,2026-04-15 11:18:47,follow,600045
u00411,2026-04-15 11:04:16,view,680005
u00090,2026-04-15 09:32:41,follow,600063
u00339,2026-04-15 09:54:12,view,600071
u00373,2026-04-15 09:31:04,view,000025
u00468,2026-04-15 09:50:29,view,600018
u00098,2026-04-15 14:11:13,view,600099
u00011,2026-04-15 14:20:32,view,680022
u00028,2026-04-15 13:03:18,view,680015
u00372,2026-04-15 10:20:54,view,600044
u00264,2026-04-15 09:53:16,view,000011
u00102,2026-04-15 10:26:41,view,300034
u00497,2026-04-15 10:08:16,view,600038
u00481,2026-04-15 10:26:23,view,000004
u00297,2026-04-15 11:15:03,view,680022
u00284,2026-04-15 13:21:07,view,300021
u00351,2026-04-15 13:51:53,view,600024
u00493,2026-04-15 09:53:43,view,600020
u00086,2026-04-15 10:52:25,view,680028
u00246,2026-04-15 10:33:47,click,600082
u00119,2026-04-15 09:46:53,click,000005
u00137,2026-04-15 11:03:46,view,680005
u00457,2026-04-15 14:48:23,view,300043
u00258,2026-04-15 10:50:42,view,000007
u00188,2026-04-15 10:53:25,view,300012
u00117,2026-04-15 10:54:04,follow,600022
u00174,2026-04-15 10:44:45,view,600051
u00093,2026-04-15 10:23:55,view,000011
u00162,2026-04-15 14:43:08,view,680027
u00279,2026-04-15 14:26:45,click,680025
u00351,2026-04-15 10:25:10,view,300014
u00149,2026-04-15 10:31:18,view,000023
u00423,2026-04-15 10:39:39,view,000037
u00487,2026-04-15 11:22:28,click,600085
u00496,2026-04-15 09:40:18,view,600012
u00021,2026-04-15 10:07:55,view,300001
u00032,2026-04-15 14:53:52,view,680028
u00079,2026-04-15 09:40:54,click,600026
u00453,2026-04-15 14:48:24,follow,300028
u00018,2026-04-15 09:51:44,view,300036
u00326,2026-04-15 09:43:13,view,600013
u00187,2026-04-15 09:45:24,view,600084
u00455,2026-04-15 11:12:18,click,680017
u00252,2026-04-15 13:57:23,view,000026
u00310,2026-04-15 10:02:12,click,600019
u00251,2026-04-15 13:24:09,view,300012
u00043,2026-04-15 11:16:57,view,300025
u00302,2026-04-15 14:58:20,click,000026
u00223,2026-04-15 10:13:06,view,000048
u00131,2026-04-15 14:00:46,view,600028
u00270,2026-04-15 10:02:24,view,600090
u00258,2026-04-15 14:39:21,click,000022
u00401,2026-04-15 11:03:33,view,680020
u00484,2026-04-15 11:17:23,view,000023
u00234,2026-04-15 11:23:04,view,600080
u00026,2026-04-15 14:14:00,view,600015
u00372,2026-04-15 13:43:47,follow,600044
u00094,2026-04-15 10:31:18,click,300041
u00178,2026-04-15 10:10:38,view,000001
u00237,2026-04-15 09:39:36,view,000049
u00179,2026-04-15 14:04:32,view,600035
u00390,2026-04-15 13:44:56,click,600016
u00439,2026-04-15 11:30:08,view,600071
u00152,2026-04-15 13:34:04,click,600039
u00466,2026-04-15 13:23:28,click,000013
u00190,2026-04-15 10:16:12,view,600065
u00458,2026-04-15 10:33:52,view,680002
u00481,2026-04-15 13:12:59,view,000000
u00378,2026-04-15 09:41:43,view,600093
u00419,2026-04-15 10:07:07,click,680005
u00234,2026-04-15 14:45:03,view,680019
u00504,2026-04-15 09:32:04,click,600021
u00194,2026-04-15 10:23:23,follow,680010
u00495,2026-04-15 09:53:35,view,600021
u00439,2026-04-15 13:22:38,view,600015
u00016,2026-04-15 14:36:23,view,300002
u00004,2026-04-15 13:34:45,view,000013
u00039,2026-04-15 09:38:10,view,000034
u00188,2026-04-15 13:38:48,view,600020
u00483,2026-04-15 13:19:56,view,600031
u00381,2026-04-15 14:33:34,view,300038
u00374,2026-04-15 09:51:02,view,300047
u00117,2026-04-15 09:52:17,view,000039
u00101,2026-04-15 10:37:40,view,600046
u00362,2026-04-15 11:03:30,click,000015
u00502,2026-04-15 09:36:54,view,600019
u00043,2026-04-15 13:14:14,view,000045
u00009,2026-04-15 13:55:50,click,000027
u00468,2026-04-15 13:23:22,follow,680012
u00179,2026-04-15 13:57:46,view,600080
u00263,2026-04-15 14:31:27,view,600087
u00498,2026-04-15 10:06:24,view,600037
u00059,2026-04-15 13:13:19,view,300011
u00025,2026-04-15 10:38:36,follow,300036
u00480,2026-04-15 09:35:18,click,000033
u00464,2026-04-15 14:17:12,click,600009
u00503,2026-04-15 09:34:50,click,600017
u00151,2026-04-15 11:19:57,view,300012
u00201,2026-04-15 13:46:59,view,300036
u00488,2026-04-15 09:40:37,view,680013
u00270,2026-04-15 10:10:39,view,600031
u00126,2026-04-15 11:23:21,click,600046
u00104,2026-04-15 11:25:32,view,300041
u00290,2026-04-15 10:10:49,view,680020
u00444,2026-04-15 10:56:51,view,600011
u00478,2026-04-15 13:17:59,click,680026
u00164,2026-04-15 13:23:30,view,000023
u00477,2026-04-15 11:02:21,click,600019
u00228,2026-04-15 13:57:58,view,300017
u00214,2026-04-15 11:27:32,view,600040
u00347,2026-04-15 10:12:08,view,600098
u00285,2026-04-15 10:27:54,view,000035
u00289,2026-04-15 09:36:45,view,000011
u00136,2026-04-15 10:44:00,view,600099
u00479,2026-04-15 11:20:46,click,600001
u00107,2026-04-15 09:33:04,trade,600006
u00477,2026-04-15 09:36:42,view,600017
u00237,2026-04-15 09:48:47,click,000042
u00159,2026-04-15 14:21:40,click,600092
u00486,2026-04-15 14:44:52,click,600058
u00373,2026-04-15 13:19:48,view,600066
u00225,2026-04-15 14:39:42,click,600016
u00058,2026-04-15 09:34:34,click,300031
u00344,2026-04-15 13:53:42,view,600072
u00213,2026-04-15 14:22:53,view,000014
u00319,2026-04-15 13:53:53,view,000033
u00239,2026-04-15 10:56:27,view,000010
u00499,2026-04-15 14:06:22,click,000023
u00124,2026-04-15 13:00:39,click,600002
u00455,2026-04-15 13:41:09,view,600092
u00329,2026-04-15 09:55:16,click,300022
u00489,2026-04-15 09:55:41,view,600012
u00352,2026-04-15 09:44:42,click,000001
u00230,2026-04-15 13:32:21,click,600074
u00463,2026-04-15 14:49:57,view,300027
u00314,2026-04-15 10:45:57,view,000005
u00084,2026-04-15 13:12:33,click,600035
u00483,2026-04-15 13:38:04,click,000044
u00213,2026-04-15 14:25:28,view,000012
u00386,2026-04-15 13:50:33,view,000035
u00481,2026-04-15 11:13:10,click,600020
u00481,2026-04-15 14:28:36,click,600003
u00411,2026-04-15 10:56:35,view,000040
u00168,2026-04-15 14:36:17,view,300043
u00388,2026-04-15 11:02:56,view,300000
u00377,2026-04-15 09:55:38,view,300016
u00395,2026-04-15 10:48:20,view,680025
u00478,2026-04-15 14:41:44,click,000015
u00341,2026-04-15 10:29:23,view,600019
u00089,2026-04-15 11:01:10,view,600018
u00370,2026-04-15 10:15:15,view,680022
u00488,2026-04-15 10:17:06,click,000024
u00138,2026-04-15 09:54:09,click,000041
u00494,2026-04-15 10:02:06,view,600038
u00289,2026-04-15 09:32:56,view,600082
u00302,2026-04-15 14:12:16,view,300041
u00213,2026-04-15 11:12:45,view,000014
u00162,2026-04-15 14:11:56,view,600024
u00221,2026-04-15 10:12:04,view,680000
u00296,2026-04-15 14:25:01,view,600077
u00478,2026-04-15 14:21:35,view,000011
u00232,2026-04-15 14:00:28,view,600001
u00481,2026-04-15 10:03:53,view,600036
u00494,2026-04-15 09:58:21,view,600033
u00079,2026-04-15 10:42:28,view,600069
u00475,2026-04-15 14:47:51,view,000032
u00002,2026-04-15 11:15:26,click,680020
u00488,2026-04-15 14:24:58,click,680019
u00350,2026-04-15 09:30:43,view,000023
u00270,2026-04-15 14:13:54,view,000029
u00491,2026-04-15 10:00:24,view,600022
u00354,2026-04-15 13:53:58,view,000046
u00055,2026-04-15 13:26:26,follow,300013
u00487,2026-04-15 13:39:45,click,600062
u00341,2026-04-15 14:58:15,view,000006
u00266,2026-04-15 13:12:39,click,600049
u00498,2026-04-15 09:41:39,view,600004
u00157,2026-04-15 11:06:34,view,300016
u00159,2026-04-15 09:40:24,view,600048
u00089,2026-04-15 14:38:34,click,000044
u00052,2026-04-15 10:16:20,view,000014
u00038,2026-04-15 09:52:05,click,600086
u00280,2026-04-15 14:10:16,view,600095
u00220,2026-04-15 10:07:14,follow,300014
u00208,2026-04-15 10:49:30,click,600041
u00477,2026-04-15 10:20:19,click,680027
u00478,2026-04-15 09:39:04,view,000029
u00060,2026-04-15 13:50:28,view,600099
u00308,2026-04-15 10:16:00,click,300045
u00066,2026-04-15 10:01:56,click,680015
u00172,2026-04-15 10:34:15,view,600067
u00486,2026-04-15 11:03:09,view,300009
u00429,2026-04-15 10:46:06,click,000043
u00319,2026-04-15 10:38:39,view,680000
u00263,2026-04-15 10:44:24,view,600045
u00019,2026-04-15 11:10:31,view,600030
u00117,2026-04-15 11:00:08,trade,600023
u00443,2026-04-15 14:39:32,view,300004
u00102,2026-04-15 10:34:02,view,600017
u00305,2026-04-15 10:25:18,view,600088
u00500,2026-04-15 09:45:37,view,600057
u00097,2026-04-15 10:06:42,follow,300015
u00318,2026-04-15 11:30:07,view,680020
u00304,2026-04-15 13:12:15,view,300020
u00080,2026-04-15 14:51:05,click,000002
u00089,2026-04-15 13:52:06,click,600018
u00333,2026-04-15 09:36:58,view,600038
u00487,2026-04-15 14:59:11,click,600080
u00034,2026-04-15 09:57:37,click,600074
u00489,2026-04-15 10:51:41,view,600040
u00238,2026-04-15 10:53:59,view,680007
u00065,2026-04-15 10:14:51,view,300009
u00153,2026-04-15 14:51:40,view,680028
u00093,2026-04-15 10:05:41,follow,600000
u00471,2026-04-15 10:21:54,view,680005
u00018,2026-04-15 09:35:46,view,600083
u00440,2026-04-15 14:10:48,view,300045
u00030,2026-04-15 14:33:37,click,600011
u00030,2026-04-15 09:47:17,view,680028
u00439,2026-04-15 11:20:28,view,600006
u00351,2026-04-15 13:41:28,view,300017
u00335,2026-04-15 10:06:24,follow,000019
u00254,2026-04-15 10:40:36,view,600088
u00494,2026-04-15 09:47:51,view,600019
u00388,2026-04-15 14:55:34,view,600043
u00078,2026-04-15 10:47:44,view,600041
u00092,2026-04-15 10:04:20,view,300026
u00363,2026-04-15 14:11:06,view,600000
u00115,2026-04-15 10:16:36,follow,600052
u00343,2026-04-15 11:13:56,view,300038
u00229,2026-04-15 13:49:44,view,000047
u00401,2026-04-15 10:38:02,view,000037
u00006,2026-04-15 14:18:01,click,300023
u00028,2026-04-15 14:24:50,click,680015
u00468,2026-04-15 11:21:35,follow,680012
u00433,2026-04-15 11:09:11,view,000028
u00368,2026-04-15 13:07:02,click,600058
u00502,2026-04-15 09:31:18,view,600021
u00494,2026-04-15 09:57:36,view,600032
u00481,2026-04-15 14:59:28,view,600088
u00438,2026-04-15 13:26:54,view,600066
u00110,2026-04-15 13:27:10,click,600009
u00198,2026-04-15 10:22:04,view,000049
u00237,2026-04-15 11:08:35,view,000049
u00214,2026-04-15 13:58:22,view,000032
u00287,2026-04-15 13:33:07,follow,000042
u00332,2026-04-15 14:22:28,click,300022
u00097,2026-04-15 11:14:21,view,600081
u00170,2026-04-15 13:08:47,view,600008
u00397,2026-04-15 14:37:01,view,680021
u00222,2026-04-15 11:25:55,follow,600077
u00499,2026-04-15 14:04:14,click,000049
u00306,2026-04-15 10:49:43,click,300000
u00446,2026-04-15 13:44:51,view,000040
u00495,2026-04-15 10:04:35,view,600032
u00423,2026-04-15 11:19:26,click,600026
u00441,2026-04-15 10:48:50,view,680000
u00327,2026-04-15 14:01:33,click,300046
u00479,2026-04-15 09:54:15,view,300022
u00050,2026-04-15 14:24:28,view,600053
u00436,2026-04-15 14:45:02,view,600022
u00017,2026-04-15 14:46:11,view,300039
u00203,2026-04-15 14:05:31,view,300029
u00088,2026-04-15 11:12:24,view,000047
u00325,2026-04-15 13:27:32,click,600093
u00119,2026-04-15 14:06:34,view,000005
u00398,2026-04-15 13:07:30,view,000046
u00479,2026-04-15 13:12:26,click,000002
u00069,2026-04-15 13:34:38,click,600055
u00483,2026-04-15 10:29:00,view,600091
u00487,2026-04-15 09:57:31,view,300016
u00025,2026-04-15 10:52:10,view,300036
u00264,2026-04-15 10:24:46,trade,680024
u00002,2026-04-15 11:19:34,view,600071
u00204,2026-04-15 14:40:12,view,000040
u00126,2026-04-15 09:50:54,view,600026
u00345,2026-04-15 14:06:21,view,000039
u00494,2026-04-15 09:59:06,view,600034
u00388,2026-04-15 10:23:50,view,600091
u00365,2026-04-15 11:22:40,view,300002
u00350,2026-04-15 14:15:30,view,000023
u00346,2026-04-15 10:46:39,click,000039
u00343,2026-04-15 10:20:12,click,600088
u00420,2026-04-15 14:27:27,view,000028
u00485,2026-04-15 13:23:32,view,680010
u00352,2026-04-15 09:37:00,click,600084
u00503,2026-04-15 09:38:20,click,600001
u00212,2026-04-15 10:38:12,view,300017
u00489,2026-04-15 09:43:41,view,600006
u00202,2026-04-15 14:36:18,view,000025
u00298,2026-04-15 14:15:01,click,600078
u00494,2026-04-15 09:52:21,view,600025
u00014,2026-04-15 13:44:56,view,600021
u00131,2026-04-15 11:14:34,view,000006
u00497,2026-04-15 09:40:31,view,600001
u00164,2026-04-15 10:58:32,view,600074
u00232,2026-04-15 14:42:55,view,000017
u00424,2026-04-15 11:14:00,view,000048
u00230,2026-04-15 09:49:53,follow,600013
u00324,2026-04-15 09:31:13,view,600051
u00386,2026-04-15 09:54:22,view,000027
u00381,2026-04-15 13:44:27,view,000033
u00399,2026-04-15 11:20:54,follow,680022
u00152,2026-04-15 14:38:20,view,600096
u00059,2026-04-15 10:57:42,view,300015
u00490,2026-04-15 09:53:04,view,600029
u00313,2026-04-15 13:37:09,view,600059
u00503,2026-04-15 09:33:59,click,600003
u00411,2026-04-15 14:16:31,click,000040
u00134,2026-04-15 13:30:24,view,680009
u00347,2026-04-15 11:02:55,view,000014
u00214,2026-04-15 10:44:13,view,600040
u00317,2026-04-15 10:12:55,view,000010
u00098,2026-04-15 14:22:38,view,600013
u00208,2026-04-15 09:33:52,follow,600017
u00457,2026-04-15 13:51:06,view,300032
u00478,2026-04-15 13:17:44,view,600057
u00158,2026-04-15 14:41:09,view,600012
u00189,2026-04-15 10:20:49,follow,680013
u00480,2026-04-15 09:36:17,click,000021
u00174,2026-04-15 14:54:34,click,300018
u00203,2026-04-15 10:37:18,view,680016
u00488,2026-04-15 13:57:40,click,680027
u00242,2026-04-15 14:01:39,view,600030
u00161,2026-04-15 10:15:02,view,600091
u00423,2026-04-15 10:14:07,view,000037
u00303,2026-04-15 10:39:35,view,000026
u00054,2026-04-15 13:18:59,view,300019
u00290,2026-04-15 13:42:53,view,300037
u00183,2026-04-15 14:51:48,view,680013
u00092,2026-04-15 13:42:57,view,600006
u00486,2026-04-15 13:33:04,view,000010
u00367,2026-04-15 10:59:52,view,600056
u00459,2026-04-15 13:02:12,view,000000
u00158,2026-04-15 09:58:06,click,600004
u00490,2026-04-15 09:44:04,view,600017
u00486,2026-04-15 13:09:38,view,680020
u00179,2026-04-15 13:31:56,view,000036
u00277,2026-04-15 10:09:30,click,300034
u00457,2026-04-15 10:18:11,view,300032
u00321,2026-04-15 13:57:27,view,600060
u00495,2026-04-15 10:20:35,view,600048
u00074,2026-04-15 13:30:32,click,600066
u00308,2026-04-15 14:33:53,view,680009
u00506,2026-04-15 09:31:39,trade,600013
u00283,2026-04-15 13:27:25,view,000018
u00268,2026-04-15 10:35:13,view,600068
u00289,2026-04-15 09:32:27,follow,680005
u00334,2026-04-15 10:24:28,view,000039
u00338,2026-04-15 13:20:15,view,000035
u00221,2026-04-15 13:38:08,view,680000
u00254,2026-04-15 09:57:01,click,000020
u00403,2026-04-15 09:39:06,view,680005
u00118,2026-04-15 10:50:32,view,680001
u00487,2026-04-15 13:43:09,click,600020
u00480,2026-04-15 09:32:06,view,600008
u00249,2026-04-15 13:29:45,follow,300004
u00396,2026-04-15 13:49:17,view,600096
u00446,2026-04-15 14:44:00,view,600074
u00294,2026-04-15 10:51:46,click,000024
u00178,2026-04-15 10:21:07,view,680018
u00006,2026-04-15 10:00:26,view,600062
u00134,2026-04-15 14:54:31,follow,000030
u00065,2026-04-15 14:17:04,view,300020
u00241,2026-04-15 09:47:55,view,300007
u00226,2026-04-15 10:06:33,view,680006
u00182,2026-04-15 13:24:58,view,600052
u00431,2026-04-15 09:42:32,click,000043
u00269,2026-04-15 09:56:55,click,600091
u00491,2026-04-15 09:52:24,view,600014
u00156,2026-04-15 10:49:26,view,000026
u00020,2026-04-15 10:02:34,click,600035
u00237,2026-04-15 14:21:21,view,000042
u00253,2026-04-15 14:03:51,view,600065
u00006,2026-04-15 11:06:05,click,600096
u00109,2026-04-15 10:05:48,view,600013
u00115,2026-04-15 11:10:05,follow,300016
u00206,2026-04-15 10:06:04,view,000043
u00463,2026-04-15 13:20:01,view,300024
u00169,2026-04-15 13:37:49,view,300042
u00249,2026-04-15 10:58:56,view,600039
u00479,2026-04-15 14:13:17,view,600005
u00084,2026-04-15 10:05:38,view,000036
u00407,2026-04-15 10:29:43,click,000038
u00060,2026-04-15 13:43:26,view,300033
u00425,2026-04-15 14:24:00,view,680011
u00269,2026-04-15 13:26:39,view,000024
u00341,2026-04-15 10:14:52,follow,000006
u00284,2026-04-15 13:44:13,view,300027
u00243,2026-04-15 11:12:02,view,680012
u00240,2026-04-15 13:26:10,view,300010
u00272,2026-04-15 10:19:56,view,300042
